"_raw","_time",action,app,bunit,bytes,"bytes_in","bytes_out",category,"change_type",city,cookie,country,"date_hour","date_mday","date_minute","date_month","date_second","date_wday","date_year","date_zone",dest,"dest_asset_id","dest_asset_tag","dest_bunit","dest_category","dest_city","dest_country","dest_dns","dest_ip","dest_is_expected","dest_lat","dest_long","dest_mac","dest_nt_host","dest_owner","dest_pci_domain","dest_port","dest_priority","dest_requires_av","dest_service","dest_should_timesync","dest_should_update",dns,duration,enabled,eventtype,"form_data",host,"http_comment","http_content_length","http_content_type","http_method","http_referrer","http_user_agent","ids_type",index,ip,"is_expected",lat,linecount,long,mac,"nt_host",object,"object_category",owner,"pci_domain",priority,product,protocol,"protocol_name",punct,range,"requires_av",server,severity,"should_timesync","should_update",site,source,sourcetype,"splunk_server","splunk_server_group",src,"src_asset_id","src_asset_tag","src_bunit","src_category","src_city","src_country","src_dns","src_ip","src_is_expected","src_lat","src_long","src_mac","src_nt_host","src_owner","src_pci_domain","src_port","src_priority","src_requires_av","src_service","src_should_timesync","src_should_update",status,"status_description",tag,"tag::action","tag::app","tag::dest_requires_av","tag::dest_should_timesync","tag::dest_should_update","tag::eventtype","tag::is_expected","tag::requires_av","tag::should_timesync","tag::should_update","tag::sourcetype","tag::user_category","tag::user_identity_tag","tag::user_watchlist","threat_intel_source","time_taken",timeendpos,timestamp,timestartpos,transport,"uri_path","uri_query",url,user,"user_bunit","user_category","user_email","user_endDate","user_first","user_identity","user_identity_tag","user_last","user_managedBy","user_nick","user_phone","user_phone2","user_prefix","user_priority","user_startDate","user_suffix","user_type","user_watchlist","user_work_city","user_work_country","user_work_lat","user_work_long",vendor,"vendor_product"
"{""timestamp"":""2020-04-29T13:11:57    "",""dest_ip"":""212.45.34.21"",""src_port"":57635,""dest_port"":10001,""src_mac"":""00:50:23:92:3D:AC"",""dest_mac"":""00:2A:17:00:01:30"",""bytes_in"":146,""bytes_out"":336,""bytes"":482,""time_taken"":2112249,""transport"":""tcp"",""http_method"":""GET"",""http_comment"":""HTTP/1.1 500 Internal Server Error"",""status"":500,""src_ip"":""127.0.0.1"",""uri_path"":""/startsession"",""site"":""localhost:10001"",""http_user_agent"":""Python-httplib2/0.7.0 (gzip)"",""http_content_type"":""application/json"",""server"":""CherryPy/3.1.2 WSGI Server""}","2020-04-29T13:11:57.000+0000",blocked,http,,482,146,336,,,,,,13,29,11,april,57,wednesday,2020,local,"212.45.34.21",,,,,,,,"212.45.34.21",false,,,"00:2A:17:00:01:30",,,untrust,10001,,false,,false,false,,2112249,,"err0r nix_errors stream_network_traffic stream_web",,"prd-p-vlsz2bsdkqf8","HTTP/1.1 500 Internal Server Error",,"application/json",GET,,"Python-httplib2/0.7.0 (gzip)",,main,,,,1,,,,,,,,,,http,,"{"""":""--::____"","""":""..."","""":,"""":,"""":"":::::"","""":"":::",,,"CherryPy/3.1.2 WSGI Server",,,,"localhost:10001","stream:sample","stream:http","prd-p-vlsz2bsdkqf8",,"127.0.0.1",,,,,,,,"127.0.0.1",false,,,"00:50:23:92:3D:AC",,,untrust,57635,,false,,false,false,500,,"communicate
error
network
web",,,,,,"communicate
error
network
web",,,,,,,,,,2112249,37,"2020-04-29T13:11:57    ",14,tcp,"/startsession",,"http://localhost:10001:10001/startsession",,,,,,,,,,,,,,,,,,,,,,,,,
"{""timestamp"":""2020-04-29T13:11:50    "",""dest_ip"":""190.45.165.165"",""src_port"":55711,""dest_port"":80,""src_mac"":""00:50:56:94:3A:AF"",""dest_mac"":""00:3C:17:00:01:30"",""bytes_in"":214,""bytes_out"":2059,""bytes"":2273,""time_taken"":204997,""transport"":""tcp"",""http_method"":""GET"",""http_comment"":""HTTP/1.1 200 OK"",""status"":200,""src_ip"":""19.166.123.79"",""uri_path"":""/restful-uri-design/"",""uri_query"":""c=900002774"",""form_data"":""c=900002774"",""site"":""www.newtimesrocks.com"",""http_user_agent"":""Python-httplib2/0.7.0 (gzip)"",""http_content_type"":""application/json"",""server"":""CherryPy/3.1.2 WSGI Server"",""cookie"":""session=0329b232-81aa-4a18-8474-572618e071f4"",""cookie"":""session=0329b232-81aa-4a18-8474-572618e071f4""}","2020-04-29T13:11:50.000+0000",allowed,http,,2273,214,2059,,,,"session=0329b232-81aa-4a18-8474-572618e071f4
session=0329b232-81aa-4a18-8474-572618e071f4",,13,29,11,april,50,wednesday,2020,local,"190.45.165.165",,,,,,,,"190.45.165.165",false,,,"00:3C:17:00:01:30",,,untrust,80,,false,,false,false,,204997,,"stream_network_traffic stream_web","c=900002774","prd-p-vlsz2bsdkqf8","HTTP/1.1 200 OK",,"application/json",GET,,"Python-httplib2/0.7.0 (gzip)",,main,,,,1,,,,,,,,,,http,,"{"""":""--::____"","""":""..."","""":,"""":,"""":"":::::"","""":"":::",,,"CherryPy/3.1.2 WSGI Server",,,,"www.newtimesrocks.com","stream:sample","stream:http","prd-p-vlsz2bsdkqf8",,"19.166.123.79",,,,,,,,"19.166.123.79",false,,,"00:50:56:94:3A:AF",,,untrust,55711,,false,,false,false,200,,"communicate
network
web",,,,,,"communicate
network
web",,,,,,,,,,204997,37,"2020-04-29T13:11:50    ",14,tcp,"/restful-uri-design/","c=900002774","http://www.newtimesrocks.com/restful-uri-design/",,,,,,,,,,,,,,,,,,,,,,,,,
"{""timestamp"":""2020-04-29T13:11:49"",""dest_ip"":""66.154.148.94"",""src_port"":""57959"",""dest_port"":80,""src_mac"":""00:50:56:94:3A:AF"",""dest_mac"":""00:3C:17:00:01:30"",""bytes_in"":1000,""bytes_out"":87879,""bytes"":87979,""time_taken"":204997,""transport"":""tcp"",""http_method"":""PUT"",""http_comment"":""HTTP/1.1 200 OK"",""status"":200,""src_ip"":""228.146.82.158"",""uri_path"":""/restful-uri-design/"",""uri_query"":""c=900002774"",""form_data"":""c=900002774"",""site"":""www.civiljustice.info"",""http_user_agent"":""Mozilla/4.0 (compatible; MSIE 5.0; Windows NT 5.1; .NET CLR 1.1.4322)"",""http_content_type"":""application/json"",""server"":""CherryPy/3.1.2 WSGI Server"",""cookie"":""session=0329b232-81aa-4a18-8474-572618e071f4"",""cookie"":""session=0329b232-81aa-4a18-8474-572618e071f4"", ""user"":""wohler"" }
","2020-04-29T13:11:49.000+0000",allowed,http,,87979,1000,87879,,,,"session=0329b232-81aa-4a18-8474-572618e071f4
session=0329b232-81aa-4a18-8474-572618e071f4",,,,,,,,,,"66.154.148.94",,,,,,,,"66.154.148.94",false,,,"00:3C:17:00:01:30",,,untrust,80,,false,,false,false,,204997,,"stream_authentication stream_network_traffic stream_web","c=900002774","127.0.0.1","HTTP/1.1 200 OK",,"application/json",PUT,,"Mozilla/4.0 (compatible; MSIE 5.0; Windows NT 5.1; .NET CLR 1.1.4322)",,main,,,,2,,,,,,,,,,http,,"{"""":""--::"","""":""..."","""":"""","""":,"""":"":::::"","""":"":::::",,,"CherryPy/3.1.2 WSGI Server",,,,"www.civiljustice.info","stream:sample","stream:http","prd-p-vlsz2bsdkqf8",,"228.146.82.158",,,,,,,,"228.146.82.158",false,,,"00:50:56:94:3A:AF",,,untrust,57959,,false,,false,false,200,,"authentication
communicate
network
web",,,,,,"authentication
communicate
network
web",,,,,,,,,,204997,,"none
2020-04-29T13:11:49",,tcp,"/restful-uri-design/","c=900002774","http://www.civiljustice.info/restful-uri-design/",wohler,,,,,,,,,,,,,,,,,,false,,,,,,
"{""timestamp"":""2020-04-29T13:11:49"",""dest_ip"":""233.53.19.111"",""src_port"":""55747"",""dest_port"":80,""src_mac"":""00:50:56:94:3A:AF"",""dest_mac"":""00:3C:17:00:01:30"",""bytes_in"":214,""bytes_out"":2059,""bytes"":2273,""time_taken"":204997,""transport"":""tcp"",""http_method"":""GET"",""http_comment"":""HTTP/1.1 200 OK"",""status"":200,""src_ip"":""176.41.52.38"",""uri_path"":""/cd/E19798-01/821-1841/ginpw/"",""uri_query"":""c=900002774"",""form_data"":""c=900002774"",""site"":""www.netinfoseco.com"",""http_user_agent"":""Mozilla/5.0 (Windows NT 6.1; WOW64; rv:32.0) Gecko/20100101 Firefox/32.0"",""http_content_type"":""application/json"",""server"":""CherryPy/3.1.2 WSGI Server"",""cookie"":""session=0329b232-81aa-4a18-8474-572618e071f4"",""cookie"":""session=0329b232-81aa-4a18-8474-572618e071f4""}
","2020-04-29T13:11:49.000+0000",allowed,http,,2273,214,2059,,,,"session=0329b232-81aa-4a18-8474-572618e071f4
session=0329b232-81aa-4a18-8474-572618e071f4",,,,,,,,,,"233.53.19.111",,,,,,,,"233.53.19.111",false,,,"00:3C:17:00:01:30",,,untrust,80,,false,,false,false,,204997,,"stream_network_traffic stream_web","c=900002774","127.0.0.1","HTTP/1.1 200 OK",,"application/json",GET,,"Mozilla/5.0 (Windows NT 6.1; WOW64; rv:32.0) Gecko/20100101 Firefox/32.0",,main,,,,2,,,,,,,,,,http,,"{"""":""--::"","""":""..."","""":"""","""":,"""":"":::::"","""":"":::::",,,"CherryPy/3.1.2 WSGI Server",,,,"www.netinfoseco.com","stream:sample","stream:http","prd-p-vlsz2bsdkqf8",,"176.41.52.38",,,,,,,,"176.41.52.38",false,,,"00:50:56:94:3A:AF",,,untrust,55747,,false,,false,false,200,,"communicate
network
web",,,,,,"communicate
network
web",,,,,,,,,,204997,,"none
2020-04-29T13:11:49",,tcp,"/cd/E19798-01/821-1841/ginpw/","c=900002774","http://www.netinfoseco.com/cd/E19798-01/821-1841/ginpw/",,,,,,,,,,,,,,,,,,,,,,,,,
"{""timestamp"":""2020-04-29T13:11:47"",""dest_ip"":""223.146.172.197"",""src_port"":""20048"",""dest_port"":9080,""src_mac"":""00:50:56:93:3C:AA"",""dest_mac"":""00:1B:17:42:01:30"",""bytes_in"":280,""bytes_out"":367,""bytes"":647,""time_taken"":66568,""transport"":""tcp"",""http_method"":""POST"",""http_comment"":""HTTP/1.1 200 OK"",""status"":200,""src_ip"":""191.156.15.242"",""uri_path"":""/cart/additem"",""site"":""www.civiljustice.info"",""http_user_agent"":""Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2062.120 Safari/537.36"",""http_content_type"":""application/json"",""server"":""CherryPy/3.1.2 WSGI Server"",""cookie"":""session=0329b232-81aa-4a18-8474-572618e071f4"",""cookie"":""session=0329b232-81aa-4a18-8474-572618e071f4""}
","2020-04-29T13:11:47.000+0000",allowed,http,,647,280,367,,,,"session=0329b232-81aa-4a18-8474-572618e071f4
session=0329b232-81aa-4a18-8474-572618e071f4",,,,,,,,,,"223.146.172.197",,,,,,,,"223.146.172.197",false,,,"00:1B:17:42:01:30",,,untrust,9080,,false,,false,false,,66568,,"stream_network_traffic stream_web",,"127.0.0.1","HTTP/1.1 200 OK",,"application/json",POST,,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2062.120 Safari/537.36",,main,,,,2,,,,,,,,,,http,,"{"""":""--::"","""":""..."","""":"""","""":,"""":"":::::"","""":"":::::",,,"CherryPy/3.1.2 WSGI Server",,,,"www.civiljustice.info","stream:sample","stream:http","prd-p-vlsz2bsdkqf8",,"191.156.15.242",,,,,,,,"191.156.15.242",false,,,"00:50:56:93:3C:AA",,,untrust,20048,,false,,false,false,200,,"communicate
network
web",,,,,,"communicate
network
web",,,,,,,,,,66568,,"none
2020-04-29T13:11:47",,tcp,"/cart/additem",,"http://www.civiljustice.info:9080/cart/additem",,,,,,,,,,,,,,,,,,,,,,,,,
"{""timestamp"":""2020-04-29T13:11:45"",""dest_ip"":""75.162.37.145"",""src_port"":""43473"",""dest_port"":80,""src_mac"":""00:50:56:94:3A:AF"",""dest_mac"":""00:3C:17:00:01:30"",""bytes_in"":1000,""bytes_out"":87879,""bytes"":87979,""time_taken"":204997,""transport"":""tcp"",""http_method"":""PUT"",""http_comment"":""HTTP/1.1 200 OK"",""status"":200,""src_ip"":""225.142.70.201"",""uri_path"":""/help/articles/how-do-i-set-up-a-webpage.html"",""uri_query"":""c=900002774"",""form_data"":""c=900002774"",""site"":""www.civiljustice.info"",""http_user_agent"":""Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2062.120 Safari/537.36"",""http_content_type"":""application/json"",""server"":""CherryPy/3.1.2 WSGI Server"",""cookie"":""session=0329b232-81aa-4a18-8474-572618e071f4"",""cookie"":""session=0329b232-81aa-4a18-8474-572618e071f4"", ""user"":""wohler"" }
","2020-04-29T13:11:45.000+0000",allowed,http,,87979,1000,87879,,,,"session=0329b232-81aa-4a18-8474-572618e071f4
session=0329b232-81aa-4a18-8474-572618e071f4",,,,,,,,,,"75.162.37.145",,,,,,,,"75.162.37.145",false,,,"00:3C:17:00:01:30",,,untrust,80,,false,,false,false,,204997,,"stream_authentication stream_network_traffic stream_web","c=900002774","127.0.0.1","HTTP/1.1 200 OK",,"application/json",PUT,,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2062.120 Safari/537.36",,main,,,,2,,,,,,,,,,http,,"{"""":""--::"","""":""..."","""":"""","""":,"""":"":::::"","""":"":::::",,,"CherryPy/3.1.2 WSGI Server",,,,"www.civiljustice.info","stream:sample","stream:http","prd-p-vlsz2bsdkqf8",,"225.142.70.201",,,,,,,,"225.142.70.201",false,,,"00:50:56:94:3A:AF",,,untrust,43473,,false,,false,false,200,,"authentication
communicate
network
web",,,,,,"authentication
communicate
network
web",,,,,,,,,,204997,,"none
2020-04-29T13:11:45",,tcp,"/help/articles/how-do-i-set-up-a-webpage.html","c=900002774","http://www.civiljustice.info/help/articles/how-do-i-set-up-a-webpage.html",wohler,,,,,,,,,,,,,,,,,,false,,,,,,
"{""timestamp"":""2020-04-29T13:11:41"",""dest_ip"":""214.210.64.75"",""src_port"":""45992"",""dest_port"":80,""src_mac"":""00:50:69:45:7D:D3"",""dest_mac"":""00:2C:4B:A0:01:30"",""bytes_in"":214,""bytes_out"":2059,""bytes"":2273,""time_taken"":204997,""transport"":""tcp"",""http_method"":""GET"",""http_comment"":""HTTP/1.1 302 Found"",""status"":302,""src_ip"":""140.52.173.192"",""uri_path"":""/customer/query"",""uri_query"":""c=900002774"",""form_data"":""c=900002774"",""site"":""localhost:10001"",""http_user_agent"":""Python-httplib2/0.7.0 (gzip)"",""http_content_type"":""application/json"",""server"":""CherryPy/3.1.2 WSGI Server"",""cookie"":""session=0329b232-81aa-4a18-8474-572618e071f4"",""cookie"":""session=0329b232-81aa-4a18-8474-572618e071f4""}
","2020-04-29T13:11:41.000+0000",,http,,2273,214,2059,,,,"session=0329b232-81aa-4a18-8474-572618e071f4
session=0329b232-81aa-4a18-8474-572618e071f4",,,,,,,,,,"214.210.64.75",,,,,,,,"214.210.64.75",false,,,"00:2C:4B:A0:01:30",,,untrust,80,,false,,false,false,,204997,,"stream_network_traffic stream_web","c=900002774","127.0.0.1","HTTP/1.1 302 Found",,"application/json",GET,,"Python-httplib2/0.7.0 (gzip)",,main,,,,2,,,,,,,,,,http,,"{"""":""--::"","""":""..."","""":"""","""":,"""":"":::::"","""":"":::::",,,"CherryPy/3.1.2 WSGI Server",,,,"localhost:10001","stream:sample","stream:http","prd-p-vlsz2bsdkqf8",,"140.52.173.192",,,,,,,,"140.52.173.192",false,,,"00:50:69:45:7D:D3",,,untrust,45992,,false,,false,false,302,,"communicate
network
web",,,,,,"communicate
network
web",,,,,,,,,,204997,,"none
2020-04-29T13:11:41",,tcp,"/customer/query","c=900002774","http://localhost:10001/customer/query",,,,,,,,,,,,,,,,,,,,,,,,,
"{""timestamp"":""2020-04-29T13:11:40    "",""dest_ip"":""9.235.153.152"",""src_port"":38493,""dest_port"":80,""src_mac"":""00:50:56:94:3A:AF"",""dest_mac"":""00:3C:17:00:01:30"",""bytes_in"":214,""bytes_out"":2059,""bytes"":2273,""time_taken"":204997,""transport"":""tcp"",""http_method"":""GET"",""http_comment"":""HTTP/1.1 200 OK"",""status"":200,""src_ip"":""53.206.123.42"",""uri_path"":""/cd/E19798-01/821-1841/ginpw/"",""uri_query"":""c=900002774"",""form_data"":""c=900002774"",""site"":""generic.eprints.org"",""http_user_agent"":""Mozilla/4.0 (compatible; MSIE 5.0; Windows NT 5.1; .NET CLR 1.1.4322)"",""http_content_type"":""application/json"",""server"":""CherryPy/3.1.2 WSGI Server"",""cookie"":""session=0329b232-81aa-4a18-8474-572618e071f4"",""cookie"":""session=0329b232-81aa-4a18-8474-572618e071f4""}","2020-04-29T13:11:40.000+0000",allowed,http,,2273,214,2059,,,,"session=0329b232-81aa-4a18-8474-572618e071f4
session=0329b232-81aa-4a18-8474-572618e071f4",,13,29,11,april,40,wednesday,2020,local,"9.235.153.152",,,,,,,,"9.235.153.152",false,,,"00:3C:17:00:01:30",,,untrust,80,,false,,false,false,,204997,,"stream_network_traffic stream_web","c=900002774","prd-p-vlsz2bsdkqf8","HTTP/1.1 200 OK",,"application/json",GET,,"Mozilla/4.0 (compatible; MSIE 5.0; Windows NT 5.1; .NET CLR 1.1.4322)",,main,,,,1,,,,,,,,,,http,,"{"""":""--::____"","""":""..."","""":,"""":,"""":"":::::"","""":"":::",,,"CherryPy/3.1.2 WSGI Server",,,,"generic.eprints.org","stream:sample","stream:http","prd-p-vlsz2bsdkqf8",,"53.206.123.42",,,,,,,,"53.206.123.42",false,,,"00:50:56:94:3A:AF",,,untrust,38493,,false,,false,false,200,,"communicate
network
web",,,,,,"communicate
network
web",,,,,,,,,,204997,37,"2020-04-29T13:11:40    ",14,tcp,"/cd/E19798-01/821-1841/ginpw/","c=900002774","http://generic.eprints.org/cd/E19798-01/821-1841/ginpw/",,,,,,,,,,,,,,,,,,,,,,,,,
"{""timestamp"":""2020-04-29T13:11:35"",""dest_ip"":""214.210.64.75"",""src_port"":""""27594"""",""dest_port"":80,""src_mac"":""00:50:23:65:5D:A4"",""dest_mac"":""00:2C:4B:A0:01:30"",""bytes_in"":214,""bytes_out"":2059,""bytes"":2273,""time_taken"":204997,""transport"":""tcp"",""http_method"":""GET"",""http_comment"":""HTTP/1.1 500 Internal Server Error"",""status"":500,""src_ip"":""186.203.92.64"",""uri_path"":""/customer/query"",""uri_query"":""c=900002774"",""form_data"":""c=900002774"",""site"":""localhost:10001"",""http_user_agent"":""Python-httplib2/0.7.0 (gzip)"",""http_content_type"":""application/json"",""server"":""CherryPy/3.1.2 WSGI Server"",""cookie"":""session=0329b232-81aa-4a18-8474-572618e071f4"",""cookie"":""session=0329b232-81aa-4a18-8474-572618e071f4""}
","2020-04-29T13:11:35.000+0000",,http,,,,,,,,,,,,,,,,,,"214.210.64.75",,,,,,,,"214.210.64.75",false,,,,,,untrust,,,false,,false,false,,,,"err0r nix_errors stream_network_traffic",,"127.0.0.1",,,,,,,,main,,,,2,,,,,,,,,,http,,"{"""":""--::"","""":""..."","""":"""""""","""":,"""":"":::::"","""":"":::",,,,,,,,"stream:sample","stream:http","prd-p-vlsz2bsdkqf8",,"186.203.92.64",,,,,,,,,false,,,,,,untrust,"",,false,,false,false,,,"communicate
error
network",,,,,,"communicate
error
network",,,,,,,,,,,,"none
2020-04-29T13:11:35",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"{""timestamp"":""2020-04-29T13:11:27"",""dest_ip"":""228.4.183.25"",""src_port"":""64931"",""dest_port"":80,""src_mac"":""00:50:56:94:3A:AF"",""dest_mac"":""00:3C:17:00:01:30"",""bytes_in"":1000,""bytes_out"":87879,""bytes"":87979,""time_taken"":204997,""transport"":""tcp"",""http_method"":""PUT"",""http_comment"":""HTTP/1.1 200 OK"",""status"":200,""src_ip"":""167.16.78.152"",""uri_path"":""/startsession"",""uri_query"":""c=900002774"",""form_data"":""c=900002774"",""site"":""monster.com"",""http_user_agent"":""Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2062.124 Safari/537.36"",""http_content_type"":""application/json"",""server"":""CherryPy/3.1.2 WSGI Server"",""cookie"":""session=0329b232-81aa-4a18-8474-572618e071f4"",""cookie"":""session=0329b232-81aa-4a18-8474-572618e071f4"", ""user"":""wohler"" }
","2020-04-29T13:11:27.000+0000",allowed,http,,87979,1000,87879,,,,"session=0329b232-81aa-4a18-8474-572618e071f4
session=0329b232-81aa-4a18-8474-572618e071f4",,,,,,,,,,"228.4.183.25",,,,,,,,"228.4.183.25",false,,,"00:3C:17:00:01:30",,,untrust,80,,false,,false,false,,204997,,"stream_authentication stream_network_traffic stream_web","c=900002774","127.0.0.1","HTTP/1.1 200 OK",,"application/json",PUT,,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2062.124 Safari/537.36",,main,,,,2,,,,,,,,,,http,,"{"""":""--::"","""":""..."","""":"""","""":,"""":"":::::"","""":"":::::",,,"CherryPy/3.1.2 WSGI Server",,,,"monster.com","stream:sample","stream:http","prd-p-vlsz2bsdkqf8",,"167.16.78.152",,,,,,,,"167.16.78.152",false,,,"00:50:56:94:3A:AF",,,untrust,64931,,false,,false,false,200,,"authentication
communicate
network
web",,,,,,"authentication
communicate
network
web",,,,,,,,,,204997,,"none
2020-04-29T13:11:27",,tcp,"/startsession","c=900002774","http://monster.com/startsession",wohler,,,,,,,,,,,,,,,,,,false,,,,,,
"{""timestamp"":""2020-04-29T13:11:26"",""dest_ip"":""45.96.28.87"",""src_port"":""52746"",""dest_port"":80,""src_mac"":""00:50:56:94:3A:AF"",""dest_mac"":""00:3C:17:00:01:30"",""bytes_in"":214,""bytes_out"":2059,""bytes"":2273,""time_taken"":204997,""transport"":""tcp"",""http_method"":""GET"",""http_comment"":""HTTP/1.1 200 OK"",""status"":200,""src_ip"":""178.2.219.238"",""uri_path"":""/~kozdron/Teaching/Regina/revised_lecture1.pdf"",""uri_query"":""c=900002774"",""form_data"":""c=900002774"",""site"":""www.readvegavulcan.com"",""http_user_agent"":""Opera/9.20 (Windows NT 6.0; U; en)"",""http_content_type"":""application/json"",""server"":""CherryPy/3.1.2 WSGI Server"",""cookie"":""session=0329b232-81aa-4a18-8474-572618e071f4"",""cookie"":""session=0329b232-81aa-4a18-8474-572618e071f4""}
","2020-04-29T13:11:26.000+0000",allowed,http,,2273,214,2059,,,,"session=0329b232-81aa-4a18-8474-572618e071f4
session=0329b232-81aa-4a18-8474-572618e071f4",,,,,,,,,,"45.96.28.87",,,,,,,,"45.96.28.87",false,,,"00:3C:17:00:01:30",,,untrust,80,,false,,false,false,,204997,,"stream_network_traffic stream_web","c=900002774","127.0.0.1","HTTP/1.1 200 OK",,"application/json",GET,,"Opera/9.20 (Windows NT 6.0; U; en)",,main,,,,2,,,,,,,,,,http,,"{"""":""--::"","""":""..."","""":"""","""":,"""":"":::::"","""":"":::::",,,"CherryPy/3.1.2 WSGI Server",,,,"www.readvegavulcan.com","stream:sample","stream:http","prd-p-vlsz2bsdkqf8",,"178.2.219.238",,,,,,,,"178.2.219.238",false,,,"00:50:56:94:3A:AF",,,untrust,52746,,false,,false,false,200,,"communicate
network
web",,,,,,"communicate
network
web",,,,,,,,,,204997,,"none
2020-04-29T13:11:26",,tcp,"/~kozdron/Teaching/Regina/revised_lecture1.pdf","c=900002774","http://www.readvegavulcan.com/~kozdron/Teaching/Regina/revised_lecture1.pdf",,,,,,,,,,,,,,,,,,,,,,,,,
"{""timestamp"":""2020-04-29T13:11:26"",""dest_ip"":""127.0.0.1"",""src_port"":58617,""dest_port"":8065,""src_mac"":""00:50:57:92:3D:AB"",""dest_mac"":""00:1C:17:00:01:30"",""bytes_in"":4896,""bytes_out"":1473,""bytes"":6369,""time_taken"":96639,""transport"":""tcp"",""http_method"":""GET"",""http_comment"":""HTTP/1.1 404 Not Found"",""status"":404,""src_ip"":""127.0.0.1"",""uri_path"":""/en-US/static/@231406/js/contrib/require_dev_config.js"",""site"":""sc-db-centos2.sv.splunk.com:8000"",""http_referrer"":""https://sc-db-centos2.sv.splunk.com:8000/en-US/app/SplunkEnterpriseSecuritySuite/incident_review"",""http_user_agent"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:32.0) Gecko/20100101 Firefox/32.0"",""http_content_type"":""text/html;charset=utf-8"",""http_content_length"":1284,""server"":""CherryPy/3.1.2"",""cookie"":""session=0454b151-81aa-4a18-8474-572618e071f4""}
","2020-04-29T13:11:26.000+0000",blocked,http,,6369,4896,1473,,,,"session=0454b151-81aa-4a18-8474-572618e071f4",,,,,,,,,,"127.0.0.1",,,,,,,,"127.0.0.1",false,,,"00:1C:17:00:01:30",,,untrust,8065,,false,,false,false,,96639,,"stream_network_traffic stream_web",,"127.0.0.1","HTTP/1.1 404 Not Found",1284,"text/html;charset=utf-8",GET,"https://sc-db-centos2.sv.splunk.com:8000/en-US/app/SplunkEnterpriseSecuritySuite/incident_review","Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:32.0) Gecko/20100101 Firefox/32.0",,main,,,,2,,,,,,,,,,http,,"{"""":""--::"","""":""..."","""":,"""":,"""":"":::::"","""":"":::::"",",,,"CherryPy/3.1.2",,,,"sc-db-centos2.sv.splunk.com:8000","stream:sample","stream:http","prd-p-vlsz2bsdkqf8",,"127.0.0.1",,,,,,,,"127.0.0.1",false,,,"00:50:57:92:3D:AB",,,untrust,58617,,false,,false,false,404,,"communicate
network
web",,,,,,"communicate
network
web",,,,,,,,,,96639,,"none
2020-04-29T13:11:26",,tcp,"/en-US/static/@231406/js/contrib/require_dev_config.js",,"http://sc-db-centos2.sv.splunk.com:8000:8065/en-US/static/@231406/js/contrib/require_dev_config.js",,,,,,,,,,,,,,,,,,,,,,,,,
"{""timestamp"":""2020-04-29T13:11:25"",""dest_ip"":""214.210.64.75"",""src_port"":""""36915"""",""dest_port"":80,""src_mac"":""00:50:23:65:5D:A4"",""dest_mac"":""00:2C:4B:A0:01:30"",""bytes_in"":214,""bytes_out"":2059,""bytes"":2273,""time_taken"":204997,""transport"":""tcp"",""http_method"":""GET"",""http_comment"":""HTTP/1.1 500 Internal Server Error"",""status"":500,""src_ip"":""105.106.133.108"",""uri_path"":""/customer/query"",""uri_query"":""c=900002774"",""form_data"":""c=900002774"",""site"":""localhost:10001"",""http_user_agent"":""Python-httplib2/0.7.0 (gzip)"",""http_content_type"":""application/json"",""server"":""CherryPy/3.1.2 WSGI Server"",""cookie"":""session=0329b232-81aa-4a18-8474-572618e071f4"",""cookie"":""session=0329b232-81aa-4a18-8474-572618e071f4""}
","2020-04-29T13:11:25.000+0000",,http,,,,,,,,,,,,,,,,,,"214.210.64.75",,,,,,,,"214.210.64.75",false,,,,,,untrust,,,false,,false,false,,,,"err0r nix_errors stream_network_traffic",,"127.0.0.1",,,,,,,,main,,,,2,,,,,,,,,,http,,"{"""":""--::"","""":""..."","""":"""""""","""":,"""":"":::::"","""":"":::",,,,,,,,"stream:sample","stream:http","prd-p-vlsz2bsdkqf8",,"105.106.133.108",,,,,,,,,false,,,,,,untrust,"",,false,,false,false,,,"communicate
error
network",,,,,,"communicate
error
network",,,,,,,,,,,,"none
2020-04-29T13:11:25",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
